id,title_original,title_romanized,title_gloss_en,title_gloss_type,author_id,author_en,author_fa,year_persian,reprint_status,reprint_number,notes_fa,notes_en,source_appendix
OPW_0208,اف‍س‍ان‍ه‌ گ‍رش‍اس‍ب,Afsāneh-ye Garshāsb,The Legend of Garshasp,official_translation,IA_0011,Fariba Kalhor,فریبا کلهر,1377,yes,2,,,Appendix D
OPW_0209,دخ‍ت‍ر ن‍ف‍ری‍ن‌ش‍ده,Dokhtar-e Nefrin-Shodeh,The Cursed Girl,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,1377,no,NA,,,Appendix D
OPW_0210,ک‍ول‍ی‍ه‍ا و اف‍س‍ان‍ه‌ه‍ای‍ش‍ان,Kolihā va Afsāneh-hā-yeshān,The Gypsies and Their Legends,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,1376,no,NA,,,Appendix D
OPW_0211,تندتر از اونه که یواش باشه,Tondtar az Uneh ke Yavāsh Bāsheh,Faster Than It Could Ever Be Slow,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,1389,yes,2,,,Appendix D
OPW_0212,فقط می‌توانم پدر باشم,Faghat Mitavānam Pedar Bāsham,I Can Only Be a Father,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,1388,yes,2,,,Appendix D
OPW_0213,۷۰ قصه‌ی قد و نیم قد برای کودکان,70 Ghesseh-ye Ghad o Nim-Ghad Barāye Kudakān,70 Tall and Short Stories for Children,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,1389,yes,3,,,Appendix D
OPW_0214,گوشواره‌ای برای موش خوشگله و ۶ قصه‌ی دیگر,Gushvāreh-i Barāye Mush Khoshgeleh va 6 Ghesseh-ye Digar,An Earring for the Pretty Mouse and 6 Other Stories,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,1390,yes,3,,,Appendix D
OPW_0215,سه گچ رنگی و ۶ قصه دیگر,Se Gach-e Rangi va 6 Ghesseh-ye Digar,Three Colored Chalks and 6 Other Stories,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,1390,yes,3,,,Appendix D
OPW_0216,گربه‌ای که پیاده نمی‌شد و ۶ قصه‌ی دیگر,Gorbeh-i ke Piādeh Nemishod va 6 Ghesseh-ye Digar,The Cat That Wouldn't Get Off and 6 Other Stories,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,1390,yes,3,,,Appendix D
OPW_0217,شانه یواشکی خندید و ۶ قصه‌ی دیگر,Shāneh Yavāshaki Khandid va 6 Ghesseh-ye Digar,The Comb Secretly Laughed and 6 Other Stories,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,1390,yes,3,,,Appendix D
OPW_0218,حمله‌ی غول‌های آهنی و ۶ قصه‌ی دیگر,Hamleh-ye Ghul-hā-ye Āhani va 6 Ghesseh-ye Digar,Attack of the Iron Giants and 6 Other Stories,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,1390,yes,3,,,Appendix D
OPW_0219,مهمانی خانم غازه و ۶قصه‌ی دیگر,Mehmāni-ye Khānom Ghāzeh va 6 Ghesseh-ye Digar,Mrs. Goose's Party and 6 Other Stories,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,1390,yes,4,,,Appendix D
OPW_0220,من و درخت پنیر,Man va Derakht-e Panir,Me and the Cheese Tree,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,1390,yes,3,,,Appendix D
OPW_0221,تب شصت و چهار درجه‌ی جادوگرخوشگله,Tab-e Shast o Chahār Darajeh-ye Jādugar Khoshgeleh,The Pretty Wizard's Sixty-Four Degree Fever,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,1390,yes,2,,,Appendix D
OPW_0222,فضانورد در کورۀ آجرپزی,Fazānavard dar Kureh-ye Ājorpazi,The Astronaut in the Brick Kiln,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,1367,no,NA,,,Appendix D
OPW_0223,دخترک و آهوی ابریشمی,Dokhtarak va Āhu-ye Abrishami,The Little Girl and the Silken Deer,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,1369,no,NA,,,Appendix D
OPW_0224,امپراتور سیب‌زمینی چهارم,Emperātor Sibzamini-ye Chahārom,Emperor Potato IV,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,1370,no,NA,,,Appendix D
OPW_0225,باغ وحش آسمان,Bāgh-e Vahsh-e Āsemān,The Sky Zoo,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,1370,no,NA,,,Appendix D
OPW_0226,عینکی برای اژدها,Eynaki Barāye Ezhdehā,Glasses for a Dragon,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,1375,no,NA,,,Appendix D
OPW_0227,فانتزی شلغم و عقل,Fāntezi-ye Shalgham va Aghl,Turnip and Wisdom: A Fantasy,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,1377,yes,2,,,Appendix D
OPW_0228,س‍ت‍اره‌ ب‍ال‍دار,Setāreh-ye Bāldār,The Winged Star,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,1369,no,NA,,,Appendix D
OPW_0229,داس‍ت‍ان‍ک‌ه‍ای‌ ن‍خ‍ودی,Dāstānak-hā-ye Nokhodi,Little Stories of Nokhodi,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,1370,yes,2,,,Appendix D
OPW_0230,اف‍س‍ان‍ه‌ی‌ درخ‍ت‌ خ‍رم‍ا و ب‍زی,Afsāneh-ye Derakht-e Khormā va Bozi,The Legend of the Date Palm and Bozi,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,1383,no,NA,,,Appendix D
OPW_0231,وح‍ش‍ت‍ن‍اک‍ت‍ری‍ن‌ ح‍ی‍وان‌ دن‍ی‍ا,Vahshatnāktarin Heyvān-e Donyā,The Most Terrifying Animal in the World,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,1384,no,NA,ترجمه‌شده از فارسی به فرانسه، م‍ت‍رج‍م‌ ع‍ل‍ی‌ ع‍ب‍اس‍ی,Translated from Persian into French. Translator: Ali Abbasi.,Appendix D
OPW_0232,آدم کوچک و خواب‌های بزرگ,Ādam-e Kuchak va Khāb-hā-ye Bozorg,The Little Person and Big Dreams,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,1392,no,NA,,,Appendix D
OPW_0233,هفت رویای کلاغ,Haft Royā-ye Kalāgh,Seven Dreams of a Crow,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,1392,no,NA,,,Appendix D
OPW_0234,آهنگ تار کولی,Āhang-e Tār-e Koli,The Melody of the Gypsy's Tar,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,1392,no,NA,,,Appendix D
OPW_0235,پلنگ و گرگ,Palang va Gorg,The Leopard and the Wolf,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,1394,no,NA,,,Appendix D
OPW_0236,گربه و پلنگ,Gorbeh va Palang,The Cat and the Leopard,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,1394,no,NA,,,Appendix D
OPW_0237,آدم برفی و گل سرخ,Ādam Barfi va Gol-e Sorkh,The Snowman and the Red Rose,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,1395,no,NA,,,Appendix D
OPW_0238,بنفشه‌های عمو نوروز,Banafsheh-hā-ye Amu Nowruz,Uncle Nowruz's Violets,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,1395,no,NA,,,Appendix D
OPW_0239,دیو سیاه و موش سفید,Div-e Siyāh va Mush-e Sefid,The Black Demon and the White Mouse,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,1396,no,NA,,,Appendix D
OPW_0240,هویج پالتوپوش,Havij-e Pālto-Push,The Coat-Wearing Carrot,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,1396,no,NA,,,Appendix D
OPW_0241,هفت اسب هفت رنگ,"Haft Asb, Haft Rang","Seven Horses, Seven Colors",ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,1396,no,NA,,,Appendix D
OPW_0242,گوش بال بال گوش,Gush Bāl Bāl Gush,"Ear, Flap, Flap, Ear",ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,1399,no,NA,,,Appendix D
OPW_0243,سه سوت جادویی,Se Sut-e Jāduyi,Three Magic Whistles,ai_literal_gloss,IA_0001,Ahmad Akbarpour,احمد اکبرپور,1387,yes,2,,,Appendix D
OPW_0244,من مترسکم ولی می‌ترسم,Man Matarsakam Vali Mitarsam,"I'm a Scarecrow, But I'm Afraid",ai_literal_gloss,IA_0001,Ahmad Akbarpour,احمد اکبرپور,1396,yes,2,,,Appendix D
OPW_0245,خواب یک دوست,Khāb-e Yek Dust,A Friend's Dream,ai_literal_gloss,IA_0001,Ahmad Akbarpour,احمد اکبرپور,1394,no,NA,,,Appendix D
OPW_0246,غول و دوچرخه,Ghul va Docharkheh,The Giant and the Bicycle,ai_literal_gloss,IA_0001,Ahmad Akbarpour,احمد اکبرپور,1387,yes,2,,,Appendix D
OPW_0247,ازدواج با خورشید,Ezdevāj bā Khorshid,Marriage to the Sun,ai_literal_gloss,IA_0001,Ahmad Akbarpour,احمد اکبرپور,1396,yes,2,,,Appendix D
OPW_0248,کرم شلوارپوش,Kerm-e Shalvār-Push,The Trouser-Wearing Worm,ai_literal_gloss,IA_0001,Ahmad Akbarpour,احمد اکبرپور,1394,no,NA,,,Appendix D
OPW_0249,مادربزرگ جادویی,Mādarbozorg-e Jāduyi,The Magical Grandmother,ai_literal_gloss,IA_0001,Ahmad Akbarpour,احمد اکبرپور,1393,yes,3,,,Appendix D
OPW_0250,مهمانهای ناخوانده,Mehmān-hā-ye Nākhāndeh,Uninvited Guests,ai_literal_gloss,IA_0001,Ahmad Akbarpour,احمد اکبرپور,1398,no,NA,,,Appendix D
OPW_0251,قوی ترین موجود دنیا,Ghavi-Tarin Mojud-e Donyā,The Strongest Creature in the World,ai_literal_gloss,IA_0001,Ahmad Akbarpour,احمد اکبرپور,1390,no,NA,,,Appendix D
OPW_0252,یک تپلی برای ناهار غول‌ها,Yek Topoli Barāye Nāhār-e Ghul-hā,A Chubby One for the Giants' Lunch,ai_literal_gloss,IA_0001,Ahmad Akbarpour,احمد اکبرپور,1399,no,NA,,,Appendix D
OPW_0253,شب به‌خیر فرمانده,Shab Bekheyr Farmāndeh,"Good Night, Commander",ai_literal_gloss,IA_0001,Ahmad Akbarpour,احمد اکبرپور,1394,yes,3,,,Appendix D
OPW_0254,به دمم نگاه نکن!,Be Dommam Negāh Nakon!,Don't Look at My Tail!,ai_literal_gloss,IA_0001,Ahmad Akbarpour,احمد اکبرپور,1398,no,NA,,,Appendix D
OPW_0255,نامه را باز نکن قارقاری,"Nāmeh rā Bāz Nakon, Ghār Ghāri","Don't Open the Letter, Caw-caw!",ai_literal_gloss,IA_0001,Ahmad Akbarpour,احمد اکبرپور,1398,no,NA,,,Appendix D
OPW_0256,به فرمان من واق واق واق,"Be Farmān-e Man, Vāgh Vāgh Vāgh","At My Command: Woof, Woof, Woof!",ai_literal_gloss,IA_0001,Ahmad Akbarpour,احمد اکبرپور,1398,no,NA,,,Appendix D
OPW_0257,دخ‍ت‍ره‍ای‍ی‌ ب‍ه‌ ک‍وچ‍ک‍ی‌ ی‍ک‌ ان‍گ‍ش‍ت,Dokhtarhayi be Kuchaki-ye Yek Angosht,Girls as Small as a Thumb,ai_literal_gloss,IA_0038,Sousan Taghdis,سوسن طاقدیس,1369,no,NA,,,Appendix D
OPW_0258,پ‍س‌ ک‍ی‌ ب‍رف‌ م‍ی‌ب‍ارد؟,Pas Key Barf Mibārad?,So When Will It Snow?,ai_literal_gloss,IA_0038,Sousan Taghdis,سوسن طاقدیس,1370,yes,5,,,Appendix D
OPW_0259,ن‍ن‍ه‌پ‍وت‍ی‌ پ‍وت‍ی‌ پ‍ن‍ب‍ه‌,Naneh Puti Puti Panbeh,Granny Puti Puti Cotton,ai_literal_gloss,IA_0038,Sousan Taghdis,سوسن طاقدیس,1372,yes,2,,,Appendix D
OPW_0260,ه‍زار ت‍ا اس‍ب‌ پ‍ا ک‍وت‍اه‌,Hezār Tā Asb-e Pā-Kutāh,A Thousand Short-Legged Horses,ai_literal_gloss,IA_0038,Sousan Taghdis,سوسن طاقدیس,1376,no,NA,,,Appendix D
OPW_0261,ح‍س‍ن‍ی‌ و م‍رغ‌ ت‍خ‍م‌ طلا,Hasani va Morgh-e Tokhm Talā,Hasani and the Golden-Egg Hen,ai_literal_gloss,IA_0038,Sousan Taghdis,سوسن طاقدیس,1378,yes,4,,,Appendix D
OPW_0262,ح‍س‍ن‍ی‌ و خ‍ان‍م‌ طلا,Hasani va Khānom Talā,Hasani and Lady Tala,ai_literal_gloss,IA_0038,Sousan Taghdis,سوسن طاقدیس,1378,yes,4,,,Appendix D
OPW_0263,ج‍وراب‌ س‍وراخ‌,Jurāb-e Surākh,The Holey Sock,ai_literal_gloss,IA_0038,Sousan Taghdis,سوسن طاقدیس,1382,no,NA,,,Appendix D
OPW_0264,ف‍ی‍ل‌ ب‍رق‍ی,Fil-e Barghi,The Electric Elephant,ai_literal_gloss,IA_0038,Sousan Taghdis,سوسن طاقدیس,1382,yes,4,,,Appendix D
OPW_0265,پ‍س‌ ن‍ی‌ن‍ی‌ م‍ا ک‍ج‍اس‍ت‌؟,Pas Nini-ye Mā Kojāst?,So Where Is Our Baby?,ai_literal_gloss,IA_0038,Sousan Taghdis,سوسن طاقدیس,1382,no,NA,,,Appendix D
OPW_0266,ی‍ک‌ راه‌ دور و دراز,Yek Rāh-e Dur va Derāz,"A Long, Long Road",ai_literal_gloss,IA_0038,Sousan Taghdis,سوسن طاقدیس,1382,no,NA,,,Appendix D
OPW_0267,ن‍م‍ک‍ی‌ و دی‍و,Namaki va Div,Namaki and the Demon,ai_literal_gloss,IA_0038,Sousan Taghdis,سوسن طاقدیس,1383,yes,2,,,Appendix D
OPW_0268,م‍اه‌ خ‍ال‍ش‌ را از ک‍ج‍ا آورده‌ اس‍ت‌؟,Māh Khāl-ash rā az Kojā Āvardeh Ast?,Where Did the Moon Get Its Spot?,ai_literal_gloss,IA_0038,Sousan Taghdis,سوسن طاقدیس,1383,yes,3,چاپ دوباره در سال 1393 و 1394,Reprinted in 2014 and 2015 (1393 and 1394).,Appendix D
OPW_0269,چ‍ی‌؟ ه‍ی‍چ‍ی‌!,Chi? Hichi!,What? Nothing!,ai_literal_gloss,IA_0038,Sousan Taghdis,سوسن طاقدیس,1384,no,NA,,,Appendix D
OPW_0270,زراف‍ه‌ی‌ م‍ن‌ آب‍ی‌ اس‍ت‌,Zarāfeh-ye Man Ābi Ast,My Giraffe Is Blue,ai_literal_gloss,IA_0038,Sousan Taghdis,سوسن طاقدیس,1384,no,NA,,,Appendix D
OPW_0271,ق‍ای‍م‌ م‍وش‍ک‌ ف‍ی‍ل‍ی,Ghāyem Mushak-e Fili,Elephant Hide-and-Seek,ai_literal_gloss,IA_0038,Sousan Taghdis,سوسن طاقدیس,1384,no,NA,,,Appendix D
OPW_0272,س‍ای‍ه‌ای‌ زی‍ر م‍اه,Sāyeh-i Zir-e Māh,A Shadow Beneath the Moon,ai_literal_gloss,IA_0038,Sousan Taghdis,سوسن طاقدیس,1385,no,NA,,,Appendix D
OPW_0273,پری چه کسی را با خود برد,Pari Che Kasi rā bā Khod Bord,Whom Did the Fairy Take Away?,ai_literal_gloss,IA_0038,Sousan Taghdis,سوسن طاقدیس,1385,no,NA,,,Appendix D
OPW_0274,پ‍ش‍ت‌ آن‌ دی‍وار آب‍ی‌,Posht-e Ān Divār-e Ābi,Behind That Blue Wall,ai_literal_gloss,IA_0038,Sousan Taghdis,سوسن طاقدیس,1385,no,NA,,,Appendix D
OPW_0275,اس‍ب‌ زی‍ب‍ای‌ م‍ن,Asb-e Zibā-ye Man,My Beautiful Horse,ai_literal_gloss,IA_0038,Sousan Taghdis,سوسن طاقدیس,1385,no,NA,,,Appendix D
OPW_0276,با یک گل بهار نمی شود,Bā Yek Gol Bahār Nemishavad,One Flower Does Not Make Spring,ai_literal_gloss,IA_0038,Sousan Taghdis,سوسن طاقدیس,1386,yes,11,,,Appendix D
OPW_0277,کرم سیاه,Kerm-e Siyāh,The Black Worm,ai_literal_gloss,IA_0038,Sousan Taghdis,سوسن طاقدیس,1386,no,NA,,,Appendix D
OPW_0278,۱۰۰۰سال نگاه,Hezār Sāl Negāh,A Thousand Years of Looking,ai_literal_gloss,IA_0038,Sousan Taghdis,سوسن طاقدیس,1386,no,NA,,,Appendix D
OPW_0279,قایم موشک و قایم مارمولک,Ghāyem Mushak va Ghāyem Mārmulak,Hide-and-Seek Mouse and Hide-and-Seek Lizard,ai_literal_gloss,IA_0038,Sousan Taghdis,سوسن طاقدیس,1388,no,NA,,,Appendix D
OPW_0280,دو تا باد یک گردباد,"Do Tā Bād, Yek Gerdbād","Two Winds, One Tornado",ai_literal_gloss,IA_0038,Sousan Taghdis,سوسن طاقدیس,1389,yes,2,چاپ دوم در سال 1393,Second edition in 2014 (1393).,Appendix D
OPW_0281,پیشی بیا منو بخور,Pishi Biā Mano Bokhor,"Kitty, Come Eat Me",ai_literal_gloss,IA_0038,Sousan Taghdis,سوسن طاقدیس,1389,no,NA,,,Appendix D
OPW_0282,شهر آدمها شهر موشها,"Shahr-e Ādamhā, Shahr-e Mushhā","City of Humans, City of Mice",ai_literal_gloss,IA_0038,Sousan Taghdis,سوسن طاقدیس,1389,no,NA,,,Appendix D
OPW_0283,سنگ,Sang,Stone,ai_literal_gloss,IA_0038,Sousan Taghdis,سوسن طاقدیس,1390,no,NA,,,Appendix D
OPW_0284,درخت,Derakht,Tree,ai_literal_gloss,IA_0038,Sousan Taghdis,سوسن طاقدیس,1390,no,NA,,,Appendix D
OPW_0285,قابلمه,Ghāblameh,Cooking Pot,ai_literal_gloss,IA_0038,Sousan Taghdis,سوسن طاقدیس,1390,no,NA,,,Appendix D
OPW_0286,ستاره‌ها چه کسی هستند؟,Setāreh-hā Che Kasi Hastand?,Who Are the Stars?,ai_literal_gloss,IA_0038,Sousan Taghdis,سوسن طاقدیس,1390,no,NA,,,Appendix D
OPW_0287,چوپان دروغ نگو,Chupān Dorugh Nagu,"Shepherd, Don't Lie",ai_literal_gloss,IA_0038,Sousan Taghdis,سوسن طاقدیس,1390,no,NA,,,Appendix D
OPW_0288,ته ته ته چاه ننه قلی، ننه گلی و لحاف مخملی,"Tah-e Tah-e Tah-e Chāh-e Naneh Gholi, Naneh Goli va Lehāf-e Makhmali","Deep, Deep, Deep in the Well: Naneh Gholi, Naneh Goli, and the Velvet Quilt",ai_literal_gloss,IA_0038,Sousan Taghdis,سوسن طاقدیس,1390,no,NA,,,Appendix D
OPW_0289,قدم یازدهم,Ghadam-e Yāzdahom,The Eleventh Step,ai_literal_gloss,IA_0038,Sousan Taghdis,سوسن طاقدیس,1392,no,NA,,,Appendix D
OPW_0290,چه حیوان خطرناکی,Che Heyvān-e Khatarnāki,What a Dangerous Animal!,ai_literal_gloss,IA_0038,Sousan Taghdis,سوسن طاقدیس,1393,no,NA,,,Appendix D
OPW_0291,بالش کپله,Bālesh-e Kopoleh,The Chubby Pillow,ai_literal_gloss,IA_0038,Sousan Taghdis,سوسن طاقدیس,1393,no,NA,,,Appendix D
OPW_0292,سوسکی داره یه بچه تو‌بقچه، توی طاقچه,"Suski Dāreh Ye Bacheh Tu Boghcheh, Tu-ye Tāghcheh",Little Beetle Has a Baby in a Bundle on the Shelf,ai_literal_gloss,IA_0038,Sousan Taghdis,سوسن طاقدیس,1393,yes,2,,,Appendix D
OPW_0293,سوسکی خانم باغچه می‌خواد اطاق با طاقچه می‌خواد,"Suski Khānom Bāghcheh Mikhād, Otāgh bā Tāghcheh Mikhād","Lady Beetle Wants a Garden, Wants a Room with a Shelf",ai_literal_gloss,IA_0038,Sousan Taghdis,سوسن طاقدیس,1393,yes,2,,,Appendix D
OPW_0294,سوسکی خانم پرداره اگرچه شوهرداره,Suski Khānom Pardāreh Agarcheh Shohar Dāreh,Lady Beetle Has Wings Even Though She Has a Husband,ai_literal_gloss,IA_0038,Sousan Taghdis,سوسن طاقدیس,1393,yes,2,,,Appendix D
OPW_0295,سوسکی و سیل و بارون موشی توی بیابون,Suski va Seil o Bārun-e Mushi Tu-ye Biābun,Beetle and Mouse Rain and Flood in the Desert,ai_literal_gloss,IA_0038,Sousan Taghdis,سوسن طاقدیس,1393,yes,2,,,Appendix D
OPW_0296,توسرمای زمستون سوسکی و راز پنهون,"Tu Sarmā-ye Zemestun, Suski va Rāz-e Penhun",In Winter's Cold: Beetle and the Hidden Secret,ai_literal_gloss,IA_0038,Sousan Taghdis,سوسن طاقدیس,1393,yes,2,,,Appendix D
OPW_0297,وای وای یک تله موش آقاموشه افتاده توش,"Vāy Vāy, Yek Taleh-Mush, Āghā Mushe Oftādeh Tush",Oh Dear! Mr. Mouse Has Fallen into a Mousetrap,ai_literal_gloss,IA_0038,Sousan Taghdis,سوسن طاقدیس,1393,yes,2,,,Appendix D
OPW_0298,صدای پای بزغاله‌های سبز,Sedā-ye Pā-ye Bozghāleh-hā-ye Sabz,The Footsteps of the Green Kid Goats,ai_literal_gloss,IA_0038,Sousan Taghdis,سوسن طاقدیس,1393,no,NA,,,Appendix D
OPW_0299,سایه‌ای زیر نور ماه,Sāyeh-i Zir-e Nur-e Māh,A Shadow Beneath the Moonlight,ai_literal_gloss,IA_0038,Sousan Taghdis,سوسن طاقدیس,1394,no,NA,,,Appendix D
OPW_0300,بزبز زنگوله پا,Bozboz-e Zanguleh Pā,Bozboz Bell-Foot,official_translation,IA_0038,Sousan Taghdis,سوسن طاقدیس,1394,no,NA,,,Appendix D
OPW_0301,بالای بالای بالا,Bālā-ye Bālā-ye Bālā,"Up, Up, Up Above",ai_literal_gloss,IA_0038,Sousan Taghdis,سوسن طاقدیس,1395,no,NA,,,Appendix D
OPW_0302,چرا خرس‌ها با هم می‌جنگند؟,Cherā Khers-hā bā Ham Mijangand?,Why Do Bears Fight Each Other?,ai_literal_gloss,IA_0038,Sousan Taghdis,سوسن طاقدیس,1395,no,NA,,,Appendix D
OPW_0303,گیلی‌گیلی و آب‌بازی,Gili-Gili va Āb-Bāzi,Gili-Gili and Water Play,ai_literal_gloss,IA_0038,Sousan Taghdis,سوسن طاقدیس,1396,yes,2,,,Appendix D
OPW_0304,گاو بزرگ بزرگ,Gāv-e Bozorg-e Bozorg,The Very Very Big Cow,ai_literal_gloss,IA_0038,Sousan Taghdis,سوسن طاقدیس,1396,yes,2,,,Appendix D
OPW_0305,مجموعه‌ی چی شد، چی شد، این طوری شد؟,"Majmu'eh-ye Chi Shod, Chi Shod, In Tori Shod?",What Happened? What Happened? It Happened Like This!,ai_literal_gloss,IA_0038,Sousan Taghdis,سوسن طاقدیس,1396,no,NA,,,Appendix D
OPW_0306,فرفری و فرفری و فرفری,Ferferi va Ferferi va Ferferi,Curly and Curly and Curly,ai_literal_gloss,IA_0038,Sousan Taghdis,سوسن طاقدیس,1397,no,NA,,,Appendix D
OPW_0307,سایه‌ای که سر نداشت، دم نداشت، تن هم نداشت,"Sāyeh-i ke Sar Nadāsht, Dom Nadāsht, Tan Ham Nadāsht","The Shadow That Had No Head, No Tail, and No Body",ai_literal_gloss,IA_0038,Sousan Taghdis,سوسن طاقدیس,1397,yes,2,,,Appendix D
OPW_0308,یه خونه‌ی نقلی با یه عالمه مهمون : برگرفته از افسانه‌های کهن ایرانی،مهارت کمک به دیگران,Ye Khuneh-ye Noghli bā Ye Ālameh Mehmān,A Tiny House with a Whole Lot of Guests,ai_literal_gloss,IA_0038,Sousan Taghdis,سوسن طاقدیس,1397,no,NA,,,Appendix D
OPW_0309,مامان و بابای کوچولو,Māmān va Bābā-ye Kuchulu,Little Mommy and Daddy,ai_literal_gloss,IA_0038,Sousan Taghdis,سوسن طاقدیس,1397,yes,2,این کتاب در سال‌های ۱۳۹۷- ۱۳۹۸ تجدید چاپ شده است.,This book was reprinted between 2018 and 2019 (1397 to 1398).,Appendix D
OPW_0310,دریای من کو؟,Daryā-ye Man Ku?,Where Is My Sea?,ai_literal_gloss,IA_0038,Sousan Taghdis,سوسن طاقدیس,1397,no,NA,,,Appendix D
OPW_0311,خیلی جدی,Kheili Jeddi,Very Serious,ai_literal_gloss,IA_0038,Sousan Taghdis,سوسن طاقدیس,1398,no,NA,,,Appendix D
OPW_0312,گول گولاخین,Gul Gulākhin,Gul Gulakhin,ai_literal_gloss,IA_0038,Sousan Taghdis,سوسن طاقدیس,1399,no,NA,,,Appendix D
OPW_0313,توپ سفید خال‌خالی قل می‌خورد,Tup-e Sefid-e Khāl-Khāli Ghol Mikhord,The White Polka-Dotted Ball Rolled Along,ai_literal_gloss,IA_0038,Sousan Taghdis,سوسن طاقدیس,1399,no,NA,,,Appendix D
OPW_0314,او خواهرم است، خواهر خود خودم,"U Khāharam Ast, Khāhar-e Khod-e Khodam","She Is My Sister, My Very Own Sister",ai_literal_gloss,IA_0038,Sousan Taghdis,سوسن طاقدیس,1399,no,NA,,,Appendix D
OPW_0315,راستی راستی بخورمت؟,Rāsti Rāsti Bokhoramat?,Shall I Really Eat You?,ai_literal_gloss,IA_0038,Sousan Taghdis,سوسن طاقدیس,1399,no,NA,,,Appendix D
OPW_0316,کرم من گمشده,Kerm-e Man Gom Shodeh,My Worm Is Lost,ai_literal_gloss,IA_0038,Sousan Taghdis,سوسن طاقدیس,1399,no,NA,,,Appendix D
OPW_0317,هفت در باز,Haft Dar-e Bāz,Seven Open Doors,ai_literal_gloss,IA_0038,Sousan Taghdis,سوسن طاقدیس,1399,no,NA,,,Appendix D
OPW_0318,اف‍س‍ان‍ه‌ داراب‌,Afsāneh-ye Dārāb,The Legend of Darab,official_translation,IA_0034,Sorour Katbi,سرور کتبی,1378,no,NA,,,Appendix D
OPW_0319,ه‍ی‍س‌، ش‍ب‌ خ‍واب‍ی‍ده‌!,"Hiss, Shab Khābideh!","Shh, the Night Is Sleeping!",ai_literal_gloss,IA_0034,Sorour Katbi,سرور کتبی,1383,yes,2,چاپ دوباره در سال 1393,Reprinted in 2014 (1393).,Appendix D
OPW_0320,م‍ادرب‍زرگ‌ را در م‍اه‌ دی‍دم‌,Mādarbozorg rā dar Māh Didam,I Saw Grandmother in the Moon,ai_literal_gloss,IA_0034,Sorour Katbi,سرور کتبی,1384,no,NA,,,Appendix D
OPW_0321,م‍وش‌ و م‍اه‍ی‌,Mush va Māhi,The Mouse and the Fish,ai_literal_gloss,IA_0034,Sorour Katbi,سرور کتبی,1384,no,NA,,,Appendix D
OPW_0322,ق‍ص‍ه‌ه‍ای‌ ج‍اج‍ی‍م‌,Ghesseh-hā-ye Jājim,Jajim Stories,ai_literal_gloss,IA_0034,Sorour Katbi,سرور کتبی,1384,no,NA,,,Appendix D
OPW_0323,سه تخم‌مرغ در یک سبد,Se Tokhm-e-Morgh dar Yek Sabad,Three Eggs in One Basket,ai_literal_gloss,IA_0034,Sorour Katbi,سرور کتبی,1385,no,NA,,,Appendix D
OPW_0324,هیس...ساکت!,Hiss... Sāket!,Shh... Quiet!,ai_literal_gloss,IA_0034,Sorour Katbi,سرور کتبی,1386,yes,4,,,Appendix D
OPW_0325,یک شب فرشته‌ای خوابید,Yek Shab Fereshteh-i Khābid,One Night an Angel Fell Asleep,ai_literal_gloss,IA_0034,Sorour Katbi,سرور کتبی,1386,no,NA,,,Appendix D
