id,title_original,title_fa,title_romanized,title_gloss_en,title_gloss_type,author_id,author_en,author_fa,translator_id,translator_fa,translator_en,year_original,year_persian,reprint_status,reprint_number,notes_fa,notes_en,source_appendix
TRW_0507,The Golden Cockerel & Other Writings,خروس طلایی و نوشته‌های دیگر,Khorus-e Talāyi va Neveshteh-hā-ye Digar,The Golden Cockerel and Other Writings,official_translation,FA_0163,Juan Rulfo,خوان رولفو,TR_0548,ستاره یغمایی,Setareh Yaghmaei,1984,1398,no,NA,,,Appendix C
TRW_0508,The Last Unicorn,آخرین تک شاخ,Ākharin Tak Shākh,The Last Unicorn,official_translation,FA_0245,Peter S. Beagle,پیتر اس. بیگل,TR_0064,آرزو احمی,Arezou Ahami,1968,1396,no,NA,,,Appendix C
TRW_0509,The Phantom Tollbooth,باجه عوارض شهر خیالی,Bājeh-ye Avārez-e Shahr-e Khiyāli,The Tollbooth of the Imaginary City,ai_literal_gloss,FA_0233,Norton Juster,نورتون جاستر,TR_0570,شهلا طهماسبی,Shahla Tahmasebi,1961,1377,yes,multiple,,,Appendix C
TRW_0510,"The Hello, Goodbye Window‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬",پنجره سلام و خداحافظی,Panjereh-ye Salām va Khodāhāfezi,"The Hello, Goodbye Window",official_translation,FA_0233,Norton Juster,نورتون جاستر,TR_0642,زهرا کمالی,Zahra Kamali,2005,1387,no,NA,,,Appendix C
TRW_0511,The Dot & the Line: a Romance in Lower Mathematics‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬,نقطه و خط: داستان عاشقانه‌ای از دنیای ریاضیات,Noghteh va Khat: Dāstān-e Āsheghāneh'i az Donyā-ye Riyāziyāt,The Dot and the Line: A Love Story from the World of Mathematics,ai_literal_gloss,FA_0233,Norton Juster,نورتون جاستر,TR_0269,کوروش ساسانی,Kourosh Sasani,1963,1394,no,NA,,,Appendix C
TRW_0512,The Whispering Mountain‬,کوهستان زمزمه‌گر,Kuhestān-e Zemzemehgar,The Whispering Mountain,official_translation,FA_0146,Joan Aiken,جون ایکن,TR_0216,حسن پستا,Hassan Pasta,1968,1370,yes,multiple,,,Appendix C
TRW_0513,A Necklace of Raindrops and Other Stories,گردنبندی از قطره‌های باران به همراه سه داستان دیگر,Gardanbandi az Ghatreh-hā-ye Bārān be Hamrāh-e Se Dāstān-e Digar,A Necklace of Raindrops with Three Other Stories,ai_literal_gloss,FA_0146,Joan Aiken,جون ایکن,TR_0436,ندا ترابی,Neda Torabi,1968,1393,no,NA,,,Appendix C
TRW_0514,The Wolves of Willoughby Chase‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬,گرگ‌های ویلوبای چیس,Gorg-hā-ye Wilobāy Cheis,The Wolves of Willoughby Chase,official_translation,FA_0146,Joan Aiken,جون ایکن,TR_0612,طه‌ ع‍زی‍زی‌,Taha Azizi,1962,1378,yes,2,,,Appendix C
TRW_0515,Where the Wild Things Are‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬,سفر به سرزمین وحشی‌ها,Safar be Sarzamin-e Vahshi-hā,Journey to the Land of the Wild Things,ai_literal_gloss,FA_0211,Maurice Sendak,موریس سنداک,TR_0613,طاهره آدینه‌پور,Tahereh Adinehpour,1963,1383,yes,3,,,Appendix C
TRW_0516,Taran Wanderer,افسونگر,Afsungar,The Enchanter,ai_literal_gloss,FA_0188,Lloyd Alexander,لوید الکساندر,TR_0334,مریم سیادت,Maryam Siyadat,1967,1386,yes,3,,,Appendix C
TRW_0517,NA,تاران و آینه‌ی مرموز,Tārān va Āyeneh-ye Marmuz,Taran and the Mysterious Mirror,ai_literal_gloss,FA_0188,Lloyd Alexander,لوید الکساندر,TR_0334,مریم سیادت,Maryam Siyadat,NA,1385,no,NA,,,Appendix C
TRW_0518,The First Chronicles of Prydaim,تاران و پاتیل جادویی,Tārān va Pātil-e Jāduyi,Taran and the Magic Cauldron,ai_literal_gloss,FA_0188,Lloyd Alexander,لوید الکساندر,TR_0334,مریم سیادت,Maryam Siyadat,1986,1385,no,NA,,,Appendix C
TRW_0519,NA,تاران و فرمانروای بزرگ,Tārān va Farmānravā-ye Bozorg,Taran and the Great Ruler,ai_literal_gloss,FA_0188,Lloyd Alexander,لوید الکساندر,TR_0334,مریم سیادت,Maryam Siyadat,NA,1385,no,NA,,,Appendix C
TRW_0520,Gypsy Rizka,دخترک کولی,Dokhtarak-e Koli,The Gypsy Girl,ai_literal_gloss,FA_0188,Lloyd Alexander,لوید الکساندر,TR_0099,بهمن رستم‌آبادی,Bahman Rostamabadi,1999,1384,yes,multiple,,,Appendix C
TRW_0521,Best Friends for Frances‬,بهترین دوستان,Behtarin Dustān,Best Friends,ai_literal_gloss,FA_0279,Russell Hoban,راسل هوبن,TR_0613,طاهره آدینه‌پور,Tahereh Adinehpour,1969,1383,yes,2,,,Appendix C
TRW_0522,Riddley Walker,سایه‌های سفید,Sāyeh-hā-ye Sefid,White Shadows,ai_literal_gloss,FA_0279,Russell Hoban,راسل هوبن,TR_0289,محمود جمالی‌پور,Mahmoud Jamalipour,1998,1399,no,NA,,,Appendix C
TRW_0523,The Mouse and His Child,موش و فرزندش,Mush va Farzandash,The Mouse and His Child,official_translation,FA_0279,Russell Hoban,راسل هوبن,TR_0311,مجید حاتمی,Majid Hatami,1967,1398,no,NA,,,Appendix C
TRW_0524,‬The Fantastic Flying Books of Mr Morris Lessmore‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬,موریس و کتاب‌های پرنده,Morris va Ketāb-hā-ye Parandeh,Morris and the Flying Books,ai_literal_gloss,FA_0332,William Morris,ویلیام موریس,TR_0158,فرمهر منجزی,Farmehr Monjezi,2012,1395,yes,6,,,Appendix C
TRW_0525,Danny the Champion of the World,قهرمان دنیا,Ghahremān-e Donyā,Champion of the World,ai_literal_gloss,FA_0267,Roald Dahl,روآل دال,TR_0200,ح‍ب‍ی‍ب‌ال‍ل‍ه‌ ل‍زگ‍ی‌,Habibollah Lezgi,1975,1374,yes,5,,,Appendix C
TRW_0526,The Twits,نادان‌ها,Nādān-hā,The Fools,ai_literal_gloss,FA_0267,Roald Dahl,روآل دال,TR_0200,ح‍ب‍ی‍ب‌ال‍ل‍ه‌ ل‍زگ‍ی‌,Habibollah Lezgi,1980,1375,yes,multiple,,,Appendix C
TRW_0527,NA,سه دوست همراه,Se Dust-e Hamrāh,Three Friends Together,ai_literal_gloss,FA_0267,Roald Dahl,روآل دال,TR_0281,م. دادور,M. Dadvar,NA,1375,no,NA,,,Appendix C
TRW_0528,James and the Giant Peach,جیمز و هلوی غول‌پیکر,James va Holu-ye Ghulpeykar,James and the Giant Peach,official_translation,FA_0267,Roald Dahl,روآل دال,TR_0410,مژگان شیخی,Mojgan Sheikhi,1961,1375,yes,2,,,Appendix C
TRW_0529,Charlie and the Chocolate Factory,چارلی و کارخانه شکلات‌سازی,Charlie va Kārkhāneh-ye Shokolāt-Sāzi,Charlie and the Chocolate Factory,official_translation,FA_0267,Roald Dahl,روآل دال,TR_0182,ف‍ت‍ح‌ال‍ل‍ه‌ ج‍ع‍ف‍ری‌‌ج‍وزان‍ی‌,Fathollah Jafari Jozani,1979,1375,yes,multiple,,,Appendix C
TRW_0530,Matilda‬,ماتیلدا,Mātildā,Matilda,official_translation,FA_0267,Roald Dahl,روآل دال,TR_0570,شهلا طهماسبی,Shahla Tahmasebi,1988,1376,yes,2,,,Appendix C
TRW_0531,The Witches,جادوگرها,Jādugarhā,The Witches,official_translation,FA_0267,Roald Dahl,روآل دال,TR_0570,شهلا طهماسبی,Shahla Tahmasebi,1983,1377,no,NA,,,Appendix C
TRW_0532,Charlie and the Great Glass Elevator,چارلی و آسانسور بزرگ شیشه‌ای,Chārli va Āsānsor-e Bozorg-e Shisheh'i,Charlie and the Great Glass Elevator,official_translation,FA_0267,Roald Dahl,روآل دال,TR_0570,شهلا طهماسبی,Shahla Tahmasebi,1972,1377,yes,9,,,Appendix C
TRW_0533,Boy: Tales of Childhood,پسر,Pesar,Boy,ai_literal_gloss,FA_0267,Roald Dahl,روآل دال,TR_0570,شهلا طهماسبی,Shahla Tahmasebi,1984,1378,yes,7,,,Appendix C
TRW_0534,Going Solo‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬,سفر تک نفره,Safar-e Tak Nafareh,A Solo Journey,ai_literal_gloss,FA_0267,Roald Dahl,روآل دال,TR_0570,شهلا طهماسبی,Shahla Tahmasebi,1986,1379,yes,9,,,Appendix C
TRW_0535,The Butler and Other Stories‬,پیشخدمت و داستان‌های دیگر,Pishkhedmat va Dāstān-hā-ye Digar,The Butler and Other Stories,official_translation,FA_0267,Roald Dahl,روآل دال,TR_0570,شهلا طهماسبی,Shahla Tahmasebi,2013,1383,no,NA,,,Appendix C
TRW_0536,The BFG,غول بزرگ مهربان,Ghul-e Bozorg-e Mehrabān,The Big Friendly Giant,ai_literal_gloss,FA_0267,Roald Dahl,روآل دال,TR_0294,م‍ه‍ن‍از داوری‌,Mahnaz Davari,1982,1378,yes,4,,,Appendix C
TRW_0537,George's Marvellous Medicine,داروی معجزه‌گر,Dāru-ye Mo'jezehgar,The Marvelous Medicine,ai_literal_gloss,FA_0267,Roald Dahl,روآل دال,TR_0280,ل‍ی‍ل‍ی‌ ب‍رات‌زاده‌,Leili Baratzadeh,1981,1378,yes,10,,,Appendix C
TRW_0538,Esio Trot‬‬,لاکپشت,Lākposht,The Tortoise,ai_literal_gloss,FA_0267,Roald Dahl,روآل دال,TR_0197,گیتا گرگانی,Gita Gorgani,1990,1378,yes,2,,,Appendix C
TRW_0539,The Magic Finger‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬,انگشت جادویی,Angosht-e Jāduyi,The Magic Finger,official_translation,FA_0267,Roald Dahl,روآل دال,TR_0197,گیتا گرگانی,Gita Gorgani,1966,1378,yes,4,,,Appendix C
TRW_0540,Tales of the Unexpected,داستان‌های نامنتظره,Dāstān-hā-ye Nāmontazereh,Unexpected Stories,ai_literal_gloss,FA_0267,Roald Dahl,روآل دال,TR_0197,گیتا گرگانی,Gita Gorgani,1979,1384,yes,2,,,Appendix C
TRW_0541,Someone Like You,ضیافت در تاریکی,Ziyāfat dar Tāriki,Feast in the Darkness,ai_literal_gloss,FA_0267,Roald Dahl,روآل دال,TR_0008,اف‍س‍ان‍ه‌ ش‍ی‍خ‌الاس‍لام‌زاده‌,Afsaneh Sheikholeslamzadeh,1953,1381,no,NA,,,Appendix C
TRW_0542,Revolting Rhymes,این هم جور دیگر... (قصه‌های معروف سیندرلا، سفید برفی و هفت کوتوله، جک و لوبیای سحرآمیز، موطلا و سه خرس، شنل قرمزی و گرگ، سه خوک کوچولو),"In Ham Jur-e Digar (Ghesseh-hā-ye Maruf Sinderella, Sefid Barfi va Haft Kutuleh, Jak va Lubiyaye Sehr-Āmiz)","Another Way... (Cinderella, Snow White, Jack and the Beanstalk, Goldilocks, Little Red Riding Hood, Three Little Pigs)",ai_literal_gloss,FA_0267,Roald Dahl,روآل دال,TR_0497,رض‍ی‌ خ‍دادادی‌ (ه‍ی‍رم‍ن‍دی‌),Razi Khodadadi (Hirmandi),1982,1380,yes,4,,,Appendix C
TRW_0543,The Enormous Crocodile,تمساح غول‌پیکر,Temsāh-e Ghulpeykar,The Enormous Crocodile,official_translation,FA_0267,Roald Dahl,روآل دال,TR_0283,م‍ح‍ب‍وب‍ه‌ ن‍ج‍ف‌خ‍ان‍ی‌,Mahboubeh Najafkhani,1978,1382,yes,13,,,Appendix C
TRW_0544,My Year,سال من,Sāl-e Man,My Year,official_translation,FA_0267,Roald Dahl,روآل دال,TR_0372,م‍ی‍رع‍ل‍ی‌ غ‍روی‌,Mir Ali Gharavi,1992,1383,yes,3,,,Appendix C
TRW_0545,The Minpins‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬,آدم‌کوچولوها,Ādam-Kuchulu-hā,Little People,ai_literal_gloss,FA_0267,Roald Dahl,روآل دال,TR_0183,ف‍رش‍ت‍ه‌ ت‍وان‍گ‍ر,Fereshteh Tavangar,1991,1385,no,NA,,,Appendix C
TRW_0546,The Wonderful Story of Henry Sugar and Six More,داستان شگفت‌انگیز هنری شوگر و شش داستان دیگر,Dāstān-e Shegeft-Angiz-e Henri Shuger va Shesh Dāstān-e Digar,The Wonderful Story of Henry Sugar and Six Other Stories,ai_literal_gloss,FA_0267,Roald Dahl,روآل دال,TR_0521,س‍اغ‍ر ص‍ادق‍ی‍ان‌,Saghar Sadeghian,1977,1386,yes,2,,,Appendix C
TRW_0547,The Way Up to Heaven and Other Stories,راهی به بالای آسمان,Rāhi be Bālā-ye Āsemān,A Way to Heaven,ai_literal_gloss,FA_0267,Roald Dahl,روآل دال,TR_0301,مهسا ملک‌مرزبان,Mahsa Malekmarzban,1980,1389,yes,multiple,,,Appendix C
TRW_0548,Fantastic Mr. Fox,آقای روباه شگفت‌انگیز,Āghā-ye Rubāh-e Shegeft-Angiz,Fantastic Mr. Fox,official_translation,FA_0267,Roald Dahl,روآل دال,TR_0283,م‍ح‍ب‍وب‍ه‌ ن‍ج‍ف‌خ‍ان‍ی‌,Mahboubeh Najafkhani,1970,1392,yes,9,,,Appendix C
TRW_0549,The Giraffe and the Pelly and Me,من و زرافه و پلی,Man va Zarāfeh va Pelli,Me and the Giraffe and the Pelly,ai_literal_gloss,FA_0267,Roald Dahl,روآل دال,TR_0283,م‍ح‍ب‍وب‍ه‌ ن‍ج‍ف‌خ‍ان‍ی‌,Mahboubeh Najafkhani,1985,1392,yes,13,,,Appendix C
TRW_0550,Dracula,دراکولا,Derākulā,Dracula,official_translation,FA_0023,Bram Stoker,برام استوکر,TR_0240,ج‍م‍ش‍ی‍د اس‍ک‍ن‍دان‍ی‌,Jamshid Eskandani,1897,1376,yes,2,,,Appendix C
TRW_0551,The Judge's House,خانه قاضی,Khāneh-ye Ghāzi,The Judge's House,official_translation,FA_0023,Bram Stoker,برام استوکر,TR_0196,گ‍ی‍س‍وی‌ ن‍اص‍ری‌,Gisou Naseri,1998,1376,no,NA,,,Appendix C
TRW_0552,The Lair of the White Worm,آشیانه کرم سفید,Āshiyāneh-ye Kerm-e Sefid,The Lair of the White Worm,official_translation,FA_0023,Bram Stoker,برام استوکر,TR_0059,آرش‌ ح‍ج‍ازی,Arash Hejazi,1911,1379,no,NA,,,Appendix C
TRW_0553,The Jewel of Seven Stars,بازگشت ملکه تارا,Bāzgasht-e Malakeh Tārā,The Return of Queen Tara,ai_literal_gloss,FA_0023,Bram Stoker,برام استوکر,TR_0395,محمدرضا ملکی,Mohammadreza Maleki,1903,1380,no,NA,,,Appendix C
TRW_0554,Dracula's Guest,میهمان دراکولا,Mehmān-e Derākulā,Dracula's Guest,official_translation,FA_0023,Bram Stoker,برام استوکر,TR_0395,محمدرضا ملکی,Mohammadreza Maleki,1914,1396,yes,2,,,Appendix C
TRW_0555,The Wizard of Oz,جادوگر شهر زمرد,Jādugar-e Shahr-e Zomorrod,The Wizard of the Emerald City,ai_literal_gloss,FA_0093,Frank L. Baum,فرنک ل. باوم,TR_0006,اب‍وال‍ق‍اس‍م‌ ح‍ال‍ت‌,Abolghasem Halat,1900,1378,yes,6,,,Appendix C
TRW_0556,The Wonderful World of Oz,دنیای شگفت‌انگیز از,Donyā-ye Shegeft-Angiz-e Āz,The Wonderful World of...,ai_literal_gloss,FA_0093,Frank L. Baum,فرنک ل. باوم,TR_0532,سارا قدیانی,Sara Ghadiani,1998,1381,yes,3,,,Appendix C
TRW_0557,The Enchanted Island of Yew,جزیره‌ی شگفت‌انگیز یو,Jazireh-ye Shegeft-Angiz-e Yu,The Enchanted Island of Yew,official_translation,FA_0093,Frank L. Baum,فرنک ل. باوم,TR_0350,م‍ت‍ی‍ن‌ پ‍درام‍ی‌,Matin Pedrami,1903,1382,yes,3,,,Appendix C
TRW_0558,NA,دوروتی و شهر جادو,Doroti va Shahr-e Jādu,Dorothy and the Magic City,ai_literal_gloss,FA_0093,Frank L. Baum,فرنک ل. باوم,TR_0085,آذر نوری,Azar Nouri,NA,1382,yes,2,,,Appendix C
TRW_0559,The Land of Oz,کله کدو و مترسک در شهر زمرد,Kalleh Kadu va Matarsak dar Shahr-e Zomorrod,Jack Pumpkinhead and the Scarecrow in the Emerald City,ai_literal_gloss,FA_0093,Frank L. Baum,فرنک ل. باوم,TR_0117,اب‍راه‍ی‍م‌ اق‍ل‍ی‍دی‌,Ebrahim Eghlidi,1904,1383,yes,multiple,,,Appendix C
TRW_0560,NA,جنگ با آدمک‌ها,Jang bā Ādamak-hā,War with the Little Men,ai_literal_gloss,FA_0093,Frank L. Baum,فرنک ل. باوم,TR_0510,س‍ب‍ا ب‍اب‍ائ‍ی‌,Saba Babaei,NA,1396,yes,9,,,Appendix C
TRW_0561,The Road to Oz‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬,جاده از,Jādeh Āz,The Road from...,ai_literal_gloss,FA_0093,Frank L. Baum,فرنک ل. باوم,TR_0020,اکبر حسین‌پور,Akbar Hosseinpour,1909,1397,yes,multiple,,,Appendix C
TRW_0562,Glinda of Oz,گلیندای مهربان,Gelindā-ye Mehrabān,Kind Glinda,ai_literal_gloss,FA_0093,Frank L. Baum,فرنک ل. باوم,TR_0532,سارا قدیانی,Sara Ghadiani,1920,1398,yes,multiple,,,Appendix C
TRW_0563,NA,موش وسواسی,Mush-e Vasvāsi,The Fussy Mouse,ai_literal_gloss,FA_0020,Beatrix Potter,بئاتریکس پاتر,TR_0287,م‍ح‍م‍ود اب‍ری‍ش‍م‍چ‍ی‍ان‌,Mahmoud Abrishamchian,NA,1377,yes,2,,,Appendix C
TRW_0564,The Tale of Peter Rabbit,خرگوشی که جان خود را نجات داد,Khargushi ke Jān-e Khod rā Nejāt Dād,The Rabbit Who Saved His Life,ai_literal_gloss,FA_0020,Beatrix Potter,بئاتریکس پاتر,TR_0001,عباسعلی بخشوده,Abbasali Bakhshoudeh,1893,1385,no,NA,,,Appendix C
TRW_0565,The Tale of Squirrel Nutkin,قصه‌ی فندقک سنجابه,Ghesseh-ye Fandoghak Sanjābeh,The Tale of Nutkin the Squirrel,ai_literal_gloss,FA_0020,Beatrix Potter,بئاتریکس پاتر,TR_0059,آرش‌ ح‍ج‍ازی,Arash Hejazi,1903,1387,no,NA,,,Appendix C
TRW_0566,The Tailor of Gloucester,خیاط گلوستر,Khayyāt-e Gelouster,The Tailor of Gloucester,official_translation,FA_0020,Beatrix Potter,بئاتریکس پاتر,TR_0059,آرش‌ ح‍ج‍ازی,Arash Hejazi,1988,1387,no,NA,,,Appendix C
TRW_0567,The Tale of Jemima Puddle-Duck,قصه‌ی جمینا اردکه,Ghesseh-ye Jeminā Ordakeh,The Tale of Jemima Duck,ai_literal_gloss,FA_0020,Beatrix Potter,بئاتریکس پاتر,TR_0059,آرش‌ ح‍ج‍ازی,Arash Hejazi,1908,1387,yes,multiple,,,Appendix C
TRW_0568,The Tale of the Flopsy Bunnies,قصه‌ی خرگوشک‌های خواب‌آلو,Ghesseh-ye Khargushak-hā-ye Khābālu,The Tale of the Sleepy Little Rabbits,ai_literal_gloss,FA_0020,Beatrix Potter,بئاتریکس پاتر,TR_0059,آرش‌ ح‍ج‍ازی,Arash Hejazi,1909,1387,no,NA,,,Appendix C
TRW_0569,The Tale of Mrs. Tittlemouse,قصه‌ی خانم موش موشک,Ghesseh-ye Khānom Mush Mushak,The Tale of Mrs. Little Mouse,ai_literal_gloss,FA_0020,Beatrix Potter,بئاتریکس پاتر,TR_0059,آرش‌ ح‍ج‍ازی,Arash Hejazi,1910,1387,no,NA,,,Appendix C
TRW_0570,The Tale of Timmy Tiptoes,قصه‌ی تیمی نوک پنجه‌ای,Ghesseh-ye Timi-ye Nok-Panjeh'i,The Tale of Timmy Tiptoes,official_translation,FA_0020,Beatrix Potter,بئاتریکس پاتر,TR_0059,آرش‌ ح‍ج‍ازی,Arash Hejazi,1911,1387,no,NA,,,Appendix C
TRW_0571,Appley Dapply's Nursery Rhymes,اَپلی داپلی,Apli Dapli,Appley Dapply,official_translation,FA_0020,Beatrix Potter,بئاتریکس پاتر,TR_0059,آرش‌ ح‍ج‍ازی,Arash Hejazi,1917,1387,no,NA,,,Appendix C
TRW_0572,The Tale of Mrs. Tiggy-Winkle,قصه‌ی خانم خارچشمک,Ghesseh-ye Khānom Khār-Cheshmak,The Tale of Mrs. Prickly Eyes,ai_literal_gloss,FA_0020,Beatrix Potter,بئاتریکس پاتر,TR_0059,آرش‌ ح‍ج‍ازی,Arash Hejazi,1905,1387,no,NA,,,Appendix C
TRW_0573,The Tale of Benjamin Bunny,قصه‌ی بنی‌خرگوشه,Ghesseh-ye Beni Khargusheh,The Tale of Benjamin Bunny,official_translation,FA_0020,Beatrix Potter,بئاتریکس پاتر,TR_0358,مهرآیین اخوت,Mehrayin Okhovat,1904,1387,yes,multiple,,,Appendix C
TRW_0574,The tale of Mr.Jeremy Fisher,قصه‌ی آقای جرمی ماهیگیر,Ghesseh-ye Āghā-ye Jeremi-ye Māhigir,The Tale of Mr. Jeremy the Fisherman,ai_literal_gloss,FA_0020,Beatrix Potter,بئاتریکس پاتر,TR_0358,مهرآیین اخوت,Mehrayin Okhovat,1906,1387,no,NA,,,Appendix C
TRW_0575,The Tale of Two Bad Mice,قصه‌ی دو موش بد,Ghesseh-ye Do Mush-e Bad,The Tale of Two Bad Mice,official_translation,FA_0020,Beatrix Potter,بئاتریکس پاتر,TR_0358,مهرآیین اخوت,Mehrayin Okhovat,1904,1387,no,NA,,,Appendix C
TRW_0576,The Tale of Tom Kitten,قصه‌ی تام پیشی,Ghesseh-ye Tām Pishi,The Tale of Tom Kitty,ai_literal_gloss,FA_0020,Beatrix Potter,بئاتریکس پاتر,TR_0358,مهرآیین اخوت,Mehrayin Okhovat,1907,1387,no,NA,,,Appendix C
TRW_0577,The Tale of Johnny Town-Mouse,قصه جانی موشه‌ی شهری,Ghesseh-ye Jāni Musheh-ye Shahri,The Tale of Johnny the Town Mouse,ai_literal_gloss,FA_0020,Beatrix Potter,بئاتریکس پاتر,TR_0358,مهرآیین اخوت,Mehrayin Okhovat,1918,1387,yes,multiple,,,Appendix C
TRW_0578,The Tale of Mr. Tod,قصه‌ی آقای تاد,Ghesseh-ye Āghā-ye Tād,The Tale of Mr. Tod,official_translation,FA_0020,Beatrix Potter,بئاتریکس پاتر,TR_0358,مهرآیین اخوت,Mehrayin Okhovat,1912,1387,yes,multiple,,,Appendix C
TRW_0579,The Tale of Samuel Whiskers or The Roly-Poly Pudding,قصه‌ی ساموئل سیبیلو. یا. پلی پلی پودینگ,Ghesseh-ye Sāmuel Sibilu yā Poli Poli Puding,"The Tale of Samuel Whiskers, or Roly-Poly Pudding",official_translation,FA_0020,Beatrix Potter,بئاتریکس پاتر,TR_0637,زهرا فشاهی,Zahra Fashahi,1908,1387,no,NA,,,Appendix C
TRW_0580,The Tale of the Pie and the Patty-Pan,قصه‌ی پای و قالب شیرینی,Ghesseh-ye Pāy va Ghāleb-e Shirini,The Tale of the Pie and the Pastry Pan,ai_literal_gloss,FA_0020,Beatrix Potter,بئاتریکس پاتر,TR_0637,زهرا فشاهی,Zahra Fashahi,1905,1387,yes,multiple,,,Appendix C
TRW_0581,The Tale of Ginger and Pickles,قصه‌ی زنجبیل و ترشی,Ghesseh-ye Zanjebil va Torshi,The Tale of Ginger and Pickles,official_translation,FA_0020,Beatrix Potter,بئاتریکس پاتر,TR_0637,زهرا فشاهی,Zahra Fashahi,1909,1387,yes,multiple,,,Appendix C
TRW_0582,The Story of a Fierce Bad Rabbit,داستان خرگوش بد تندخو,Dāstān-e Khargush-e Bad-e Tondkhu,The Story of the Fierce Bad Rabbit,official_translation,FA_0020,Beatrix Potter,بئاتریکس پاتر,TR_0637,زهرا فشاهی,Zahra Fashahi,1906,1387,no,NA,,,Appendix C
TRW_0583,The Story of Miss Moppet,داستان خانم انگشتی,Dāstān-e Khānom Angoshti,The Story of Miss Thumb,ai_literal_gloss,FA_0020,Beatrix Potter,بئاتریکس پاتر,TR_0637,زهرا فشاهی,Zahra Fashahi,1906,1387,yes,multiple,,,Appendix C
TRW_0584,The Tale of Mr. Jeremy Fisher,قورباغه ماهیگیر,Ghurbāgheh-ye Māhigir,The Fisherman Frog,ai_literal_gloss,FA_0020,Beatrix Potter,بئاتریکس پاتر,TR_0495,رضا قربانی,Reza Ghorbani,1906,1393,yes,2,,,Appendix C
TRW_0585,‬The tale of Tom Kitten‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬,گربه‌های بازیگوش,Gorbeh-hā-ye Bāzigush,The Playful Kittens,ai_literal_gloss,FA_0020,Beatrix Potter,بئاتریکس پاتر,TR_0495,رضا قربانی,Reza Ghorbani,1907,1393,yes,2,,,Appendix C
TRW_0586,A Tale of Two bad Mice,موش‌های ناقلا,Mush-hā-ye Nāgholā,The Naughty Mice,ai_literal_gloss,FA_0020,Beatrix Potter,بئاتریکس پاتر,TR_0495,رضا قربانی,Reza Ghorbani,1904,1393,yes,2,,,Appendix C
TRW_0587,The Tale of Samuel Whiskers or The Roly-Poly Pudding,قصه‌ی سامویل سیبیل یا رولت مربایی,Ghesseh-ye Sāmuel Sibil yā Roulet-e Morabbāyi,The Tale of Samuel Whiskers or the Jam Roll,ai_literal_gloss,FA_0020,Beatrix Potter,بئاتریکس پاتر,TR_0038,علیرضا اسماعیل‌پور,Alireza Esmaeilpour,1908,1394,yes,multiple,,,Appendix C
TRW_0588,Peter Pan,پیتر پن,Piter Pan,Peter Pan,official_translation,FA_0128,J. M. Barrie,جی. ام. بری,TR_0042,امین اظهری,Amin Azhari,2018,1380,yes,2,,,Appendix C
TRW_0589,Peter Pan and Wendy‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬,پیتر پن و وندی,Piter Pan va Vendi,Peter and Wendy,ai_literal_gloss,FA_0128,J. M. Barrie,جی. ام. بری,TR_0142,فانوس بهادروند,Fanoos Bahadorvand,1991,1386,yes,multiple,,,Appendix C
TRW_0590,"Big Time Fairy Tale Pop-ups, Peter Pan",پیترپن و کاپیتان هوک,Peter Pan va Kapitān Hook,Peter Pan and Captain Hook,ai_literal_gloss,FA_0128,J. M. Barrie,جی. ام. بری,TR_0084,اعظم‌ سادات‌صالحی,Azam Sadat-Salehi,NA,1399,no,NA,,,Appendix C
