id,work_type,work_id,title_original,title_fa,title_romanized,title_gloss_en,title_gloss_type,author_id,author_en,author_fa,translator_id,translator_en,translator_fa,year_original,year_persian,reprint_status,reprint_number,notes_fa,notes_en,source_appendix
IFMD_0828,translation,TRW_0089,The Crying of Lot 49,اعلان قرعه‌ی ۴۹,E'lān-e Ghor'eh-ye 49,Announcement of Lot 49,ai_literal_gloss,FA_0315,Thomas Pynchon,تامس پینچن,TR_0616,Tahoura Ayati,طهورا آیتی,1966,1397,no,NA,,,Appendix C
IFMD_0829,translation,TRW_0090,Twilight,شفق,Shafagh,Twilight,official_translation,FA_0298,Stephenie Meyer,استفنی میر,TR_0235,Iraj Mesal-Azar,ایرج مثال‌آذر,2005,1386,yes,multiple,,,Appendix C
IFMD_0830,translation,TRW_0091,New Moon,ماه نو «ادامه رمان شفق»,Māh-e No «Edāme-ye Romān-e Shafagh»,New Moon,official_translation,FA_0298,Stephenie Meyer,استفنی میر,TR_0235,Iraj Mesal-Azar,ایرج مثال‌آذر,2006,1387,yes,5,,,Appendix C
IFMD_0831,translation,TRW_0092,Breaking Dawn,سپیده‌دم,Sepideh-Dam,Breaking Dawn,official_translation,FA_0298,Stephenie Meyer,استفنی میر,TR_0572,Shahnaz Komeilizadeh,شهناز کمیلی‌زاده,2008,1388,yes,3,,,Appendix C
IFMD_0832,translation,TRW_0093,The Host: a Novel,میزبان,Mizbān,The Host,official_translation,FA_0298,Stephenie Meyer,استفنی میر,TR_0572,Shahnaz Komeilizadeh,شهناز کمیلی‌زاده,2008,1388,yes,2,,,Appendix C
IFMD_0833,translation,TRW_0094,Eclipse,خسوف «ادامه رمان ماه نو»,Khosuf «Edāme-ye Romān-e Māh-e No»,Eclipse,official_translation,FA_0298,Stephenie Meyer,استفنی میر,TR_0572,Shahnaz Komeilizadeh,شهناز کمیلی‌زاده,2008,1388,yes,8,,,Appendix C
IFMD_0834,translation,TRW_0095,Midnight Sun‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬,خورشید نیمه‌شب,Khorshid-e Nimeh Shab,Midnight Sun,official_translation,FA_0298,Stephenie Meyer,استفنی میر,TR_0323,Maryam Aghaei,مریم آقایی,2020,1399,yes,multiple,,,Appendix C
IFMD_0835,translation,TRW_0096,The Chemist,شیمی‌دان,Shimidān,The Chemist,official_translation,FA_0298,Stephenie Meyer,استفنی میر,TR_0320,Marjan Hamidi,مرجان حمیدی,2016,1396,yes,multiple,,,Appendix C
IFMD_0836,translation,TRW_0097,The Short Second Life of Bree Tanner: an Eclipse Novella,زندگی دوباره‌ی بری تانر,Zendegi-ye Dobāreh-ye Bree Tanner,The Second Life of Bree Tanner,ai_literal_gloss,FA_0298,Stephenie Meyer,استفنی میر,TR_0435,Neda Shadnazar,ندا شادنظر,2010,1389,no,NA,,,Appendix C
IFMD_0837,translation,TRW_0098,Dead Until Dark,مرگ تا تاریکی,Marg tā Tārikī,Death Until Darkness,ai_literal_gloss,FA_0035,Charlaine Harris,چارلين هريس,TR_0501,Ritu Bahri,ريتو بحری,2001,1394,no,NA,,,Appendix C
IFMD_0838,translation,TRW_0099,The Borrowers,امانت بگیرها,Amānat Begirhā,The Borrowers,official_translation,FA_0208,Mary Norton,مری نورتون,TR_0170,Farzaneh Salemi,فرزانه سالمی,1952,1396,no,NA,,,Appendix C
IFMD_0839,translation,TRW_0100,NA,بازگشت به خانه,Bāzgasht be Khāneh,Return Home,ai_literal_gloss,FA_0268,Robert A. Heinlein,رابرت ا. هین‌لین,TR_0379,Mohammad Ghassa,محمد قصاع,-,1382,no,NA,,,Appendix C
IFMD_0840,translation,TRW_0101,Starship Troopers,جنگاوران اخترناو,Jangāvarān-e Akhtarnāv,Starship Warriors,ai_literal_gloss,FA_0268,Robert A. Heinlein,رابرت ا. هین‌لین,TR_0232,Iman Esmaeilian,ایمان اسماعیلیان,1959,1376,yes,multiple,,,Appendix C
IFMD_0841,translation,TRW_0102,All You Zombies,حفره‌های تاریک لونا,Hofreh-hā-ye Tārik-e Lunā,Luna's Dark Pits,ai_literal_gloss,FA_0268,Robert A. Heinlein,رابرت ا. هین‌لین,TR_0128,Elham Haghparast,الهام حق‌پرست,1959,1394,no,NA,,,Appendix C
IFMD_0842,translation,TRW_0103,Citizen of the Galaxy,ساکنان کهکشان,Sākenān-e Kahkeshān,Inhabitants of the Galaxy,ai_literal_gloss,FA_0268,Robert A. Heinlein,رابرت ا. هین‌لین,TR_0290,Mahmoud Mosaheb,محمود مصاحب,1957,1395,yes,multiple,,,Appendix C
IFMD_0843,translation,TRW_0104,Rocket Ship Galileo,موشکی بنام گالیله,Moshaki be Nām-e Gālileh,A Rocket Named Galileo,ai_literal_gloss,FA_0268,Robert A. Heinlein,رابرت ا. هین‌لین,TR_0252,Kartarina Varzi,کارتارینا ورزی,1947,1389,yes,multiple,,,Appendix C
IFMD_0844,translation,TRW_0105,"Short Stories, Argentine",قصه‌های کوتاه و خارق‌العاده,Ghesseh-hā-ye Kutāh va Khāregholādeh,Short and Extraordinary Stories,ai_literal_gloss,FA_0161,Jorge Luis Borges,خورخه لوئیس بورخس,TR_0624,Vandad Jalili,ونداد جلیلی,NA,1398,no,NA,,,Appendix C
IFMD_0845,translation,TRW_0106,The Library of Babel,کتابخانه بابل و ۲۳ داستان دیگر,Ketābkhāneh-ye Bābel va 23 Dāstān-e Digar,The Library of Babel and 23 Other Stories,ai_literal_gloss,FA_0161,Jorge Luis Borges,خورخه لوئیس بورخس,TR_0259,Kaveh Seyedhosseini,کاوه سیدحسینی,1941,1378,no,NA,,,Appendix C
IFMD_0846,translation,TRW_0107,El Libro de Arena,کتاب شنی,Ketāb-e Sheni,The Book of Sand,official_translation,FA_0161,Jorge Luis Borges,خورخه لوئیس بورخس,TR_0155,Farideh Mahdavi Damghani,ف‍ری‍ده‌ م‍ه‍دوی‌‌دام‍غ‍ان‍ی‌,1975,1381,yes,multiple,,,Appendix C
IFMD_0847,translation,TRW_0108,The Book of Imaginary Beings‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬,کتاب موجودات خیالی,Ketāb-e Mojudāt-e Khiyāli,The Book of Imaginary Beings,official_translation,FA_0161,Jorge Luis Borges,خورخه لوئیس بورخس,TR_0010,Ahmad Okhovat,احمد اخوت,1957,1373,yes,multiple,,,Appendix C
IFMD_0848,translation,TRW_0109,Labyrinths,هزارتوهای بورخس,Hezārtuhā-ye Borkhes,Borges' Labyrinths,ai_literal_gloss,FA_0161,Jorge Luis Borges,خورخه لوئیس بورخس,TR_0015,Ahmad Miralaei,اح‍م‍د م‍ی‍رع‍لائ‍ی‌,1962,1356,yes,multiple,,,Appendix C
IFMD_0849,translation,TRW_0110,Collected Fictions,ابداعات,Ebdā'āt,Inventions / Creations,ai_literal_gloss,FA_0161,Jorge Luis Borges,خورخه لوئیس بورخس,TR_0317,Mani Salehi-Allameh,م‍ان‍ی‌ ص‍ال‍ح‍ی‌ع‍لام‍ه,1944,1380,no,NA,"ای‍ن‌ ک‍ت‍اب‌ ت‍رج‍م‍ه‌ ی‍ک‌ داس‍ت‍ان‌ از م‍ج‍م‍وع‍ه‌ای‌ ت‍ح‍ت‌ ع‍ن‍وان‌ ""‎""Collected fictions ‬اس‍ت‌.","This book is a translation of a story from the collection ""Collected Fictions.""",Appendix C
IFMD_0850,translation,TRW_0111,Collected Fictions,باغ جاده‌های چندشاخه,Bāgh-e Jādeh-hā-ye Chandshākheh,The Garden of Forking Roads,official_translation,FA_0161,Jorge Luis Borges,خورخه لوئیس بورخس,TR_0317,Mani Salehi-Allameh,م‍ان‍ی‌ ص‍ال‍ح‍ی‌ع‍لام‍ه,1944,1380,no,NA,"ای‍ن‌ ک‍ت‍اب‌ ت‍رج‍م‍ه‌ ی‍ک‌ داس‍ت‍ان‌ از م‍ج‍م‍وع‍ه‌ای‌ ت‍ح‍ت‌ ع‍ن‍وان‌ ""‎""Collected fictions ‬اس‍ت‌.","This book is a translation of a story from the collection ""Collected Fictions.""",Appendix C
IFMD_0851,translation,TRW_0112,Collected Fictions,تاریخچه‌ای عمومی از بی‌عدالتی و شرارت: داستان‌های تخیلی,Tārikhcheh-i Omūmi az Bi'edālati va Sharārat: Dāstān-hā-ye Takhayyoli,A Universal History of Injustice and Wickedness: Fictional Stories,ai_literal_gloss,FA_0161,Jorge Luis Borges,خورخه لوئیس بورخس,TR_0317,Mani Salehi-Allameh,م‍ان‍ی‌ ص‍ال‍ح‍ی‌ع‍لام‍ه,1944,1392,no,NA,"ای‍ن‌ ک‍ت‍اب‌ ت‍رج‍م‍ه‌ ی‍ک‌ داس‍ت‍ان‌ از م‍ج‍م‍وع‍ه‌ای‌ ت‍ح‍ت‌ ع‍ن‍وان‌ ""‎""Collected fictions ‬اس‍ت‌.","This book is a translation of a story from the collection ""Collected Fictions.""",Appendix C
IFMD_0852,translation,TRW_0113,Shakespeare's Memory,خاطره‌ی شکسپیر,Khātereh-ye Shekspier,Shakespeare's Memory,official_translation,FA_0161,Jorge Luis Borges,خورخه لوئیس بورخس,TR_0317,Mani Salehi-Allameh,م‍ان‍ی‌ ص‍ال‍ح‍ی‌ع‍لام‍ه,1983,1381,no,NA,,,Appendix C
IFMD_0853,translation,TRW_0114,Collected Fictions,خورخه لوئیس بورخس (مجموعه داستان‌ها),Khorkhe Luis Borkhes (Majmu'eh-ye Dāstān-hā),Jorge Luis Borges (Collection of Stories),ai_literal_gloss,FA_0161,Jorge Luis Borges,خورخه لوئیس بورخس,TR_0317,Mani Salehi-Allameh,م‍ان‍ی‌ ص‍ال‍ح‍ی‌ع‍لام‍ه,1944,1384,no,NA,"ای‍ن‌ ک‍ت‍اب‌ ت‍رج‍م‍ه‌ ی‍ک‌ داس‍ت‍ان‌ از م‍ج‍م‍وع‍ه‌ای‌ ت‍ح‍ت‌ ع‍ن‍وان‌ ""‎""Collected fictions ‬اس‍ت‌.","This book is a translation of a story from the collection ""Collected Fictions.""",Appendix C
IFMD_0854,translation,TRW_0115,Collected Fictions,داستان جنگجو و دوشیزه اسیر,Dāstān-e Jangjoo va Dushizeh-ye Asir,The Story of the Warrior and the Captive Maiden,official_translation,FA_0161,Jorge Luis Borges,خورخه لوئیس بورخس,TR_0317,Mani Salehi-Allameh,م‍ان‍ی‌ ص‍ال‍ح‍ی‌ع‍لام‍ه,1944,1393,no,NA,"ای‍ن‌ ک‍ت‍اب‌ ت‍رج‍م‍ه‌ ی‍ک‌ داس‍ت‍ان‌ از م‍ج‍م‍وع‍ه‌ای‌ ت‍ح‍ت‌ ع‍ن‍وان‌ ""‎""Collected fictions ‬اس‍ت‌.","This book is a translation of a story from the collection ""Collected Fictions.""",Appendix C
IFMD_0855,translation,TRW_0116,Collected Fictions,دشنه، زخم شمشیر، دوئل دیگر,"Deshneh, Zakhm-e Shamshir, Du'el-e Digar","The Dagger, the Sword Wound, Another Duel",ai_literal_gloss,FA_0161,Jorge Luis Borges,خورخه لوئیس بورخس,TR_0317,Mani Salehi-Allameh,م‍ان‍ی‌ ص‍ال‍ح‍ی‌ع‍لام‍ه,1944,1381,no,NA,"ای‍ن‌ ک‍ت‍اب‌ ت‍رج‍م‍ه‌ ی‍ک‌ داس‍ت‍ان‌ از م‍ج‍م‍وع‍ه‌ای‌ ت‍ح‍ت‌ ع‍ن‍وان‌ ""‎""Collected fictions ‬اس‍ت‌.","This book is a translation of a story from the collection ""Collected Fictions.""",Appendix C
IFMD_0856,translation,TRW_0117,Collected Fictions,صانع,Sāne',The Maker / Creator,ai_literal_gloss,FA_0161,Jorge Luis Borges,خورخه لوئیس بورخس,TR_0317,Mani Salehi-Allameh,م‍ان‍ی‌ ص‍ال‍ح‍ی‌ع‍لام‍ه,1944,1380,no,NA,"ای‍ن‌ ک‍ت‍اب‌ ت‍رج‍م‍ه‌ ی‍ک‌ داس‍ت‍ان‌ از م‍ج‍م‍وع‍ه‌ای‌ ت‍ح‍ت‌ ع‍ن‍وان‌ ""‎""Collected fictions ‬اس‍ت‌.","This book is a translation of a story from the collection ""Collected Fictions.""",Appendix C
IFMD_0857,translation,TRW_0118,Collected Fictions,سه روایت از یهودا: داستان‌های تخیلی,Se Revāyat az Yahudā: Dāstān-hā-ye Takhayyoli,Three Versions of Judas: Fictional Stories,ai_literal_gloss,FA_0161,Jorge Luis Borges,خورخه لوئیس بورخس,TR_0317,Mani Salehi-Allameh,م‍ان‍ی‌ ص‍ال‍ح‍ی‌ع‍لام‍ه,1944,1392,yes,2,"ای‍ن‌ ک‍ت‍اب‌ ت‍رج‍م‍ه‌ ی‍ک‌ داس‍ت‍ان‌ از م‍ج‍م‍وع‍ه‌ای‌ ت‍ح‍ت‌ ع‍ن‍وان‌ ""‎""Collected fictions ‬اس‍ت‌.
این کتاب در سالهای ۱۳۹۳-۱۳۹۷ تجدیدچاپ شده است.","This book is a translation of a story from the collection ""Collected Fictions.""
This book was reprinted between 2014 and 2018 (1393 to 1397).",Appendix C
IFMD_0858,translation,TRW_0119,Fables for Our Time,افسانه‌های عصر ما,Afsāneh-hā-ye Asr-e Mā,Fables for Our Time,official_translation,FA_0137,James Thurber,جیمز تربر,TR_0303,Mahshid Amirshahi,م‍ه‍ش‍ی‍د ام‍ی‍رش‍اه‍ی,1940,1382,no,NA,,,Appendix C
IFMD_0859,translation,TRW_0120,My Life and Hard Times,زندگانی من و روزگار سخت,Zendegāni-ye Man va Ruzegār-e Sakht,My Life and Hard Times,official_translation,FA_0137,James Thurber,جیمز تربر,TR_0213,Hassan Hashemi Minabad,حسن هاشمی‌میناباد,1933,1398,no,NA,,,Appendix C
IFMD_0860,translation,TRW_0121,The 13 Clocks,سیزده ساعت,Sizdah Sā'at,The Thirteen Clocks,official_translation,FA_0137,James Thurber,جیمز تربر,TR_0016,Aida Abbasi,آیدا عباسی,1950,1397,no,NA,,,Appendix C
IFMD_0861,translation,TRW_0122,The Great Quillow,کوئیلوی کبیر,Quillow-ye Kabir,The Great Quillow,official_translation,FA_0137,James Thurber,جیمز تربر,TR_0208,Hamidreza Pouya,حمیدرضا پویا,1944,1371,yes,multiple,,,Appendix C
IFMD_0862,translation,TRW_0123,The Once and Future King,پادشاه گذشته و آینده,Pādeshāh-e Gozashteh va Āyandeh,The Once and Future King,official_translation,FA_0307,T. H. White,تی. اچ. وایت,TR_0224,Hossein Gharibbi,حسین غریبی,1958,1398,no,NA,,,Appendix C
IFMD_0863,translation,TRW_0124,The Last Battle,آخرین نبرد,Ākharin Nabard,The Last Battle,official_translation,FA_0030,C. S. Lewis,سی. اس. لوئیس,TR_0457; TR_0318,Omid Eghtedari; Manouchehr Karimizadeh,ام‍ی‍د اق‍ت‍داری‌; م‍ن‍وچ‍ه‍ر ک‍ری‍م‌زاده,1956,1379,yes,3,,,Appendix C
IFMD_0864,translation,TRW_0125,Prince Caspin: the Return to Narnia‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬,شاهزاده‌ی کاسپیین,Shāhzādeh-ye Kāspian,Prince Caspian,ai_literal_gloss,FA_0030,C. S. Lewis,سی. اس. لوئیس,TR_0457; TR_0318,Omid Eghtedari; Manouchehr Karimizadeh,ام‍ی‍د اق‍ت‍داری‌; م‍ن‍وچ‍ه‍ر ک‍ری‍م‌زاده,1951,1377,yes,multiple,,,Appendix C
IFMD_0865,translation,TRW_0126,"The Lion, the Witch and the Wardrobe",شیر، جادوگر و کمد,"Shir, Jādugar va Komod","The Lion, the Witch and the Wardrobe",official_translation,FA_0030,C. S. Lewis,سی. اس. لوئیس,TR_0457; TR_0318,Omid Eghtedari; Manouchehr Karimizadeh,ام‍ی‍د اق‍ت‍داری‌; م‍ن‍وچ‍ه‍ر ک‍ری‍م‌زاده,1950,1377,yes,multiple,,,Appendix C
IFMD_0866,translation,TRW_0127,The Horse and His Boy,پسر و اسبش: داستانی از سرزمین نارنیا,Pesar va Asbash: Dāstāni az Sarzamin-e Nārniyā,The Boy and His Horse: A Story from Narnia,ai_literal_gloss,FA_0030,C. S. Lewis,سی. اس. لوئیس,TR_0108,Behrouz Vahdat,ب‍ه‍روز وح‍دت,1954,1378,yes,multiple,,,Appendix C
IFMD_0867,translation,TRW_0128,The Magician's Nephew‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬,خواهرزاده جادوگر,Khāharzādeh-ye Jādugar,The Magician's Nephew,official_translation,FA_0030,C. S. Lewis,سی. اس. لوئیس,TR_0181,Fatemeh Shahhosseini,فاطمه شاه‌حسینی,1955,1387,yes,multiple,کتاب حاضر در سالهای مختلف توسط ناشران متفاوت منتشر شده است.,This book has been published in different years by various publishers.,Appendix C
IFMD_0868,translation,TRW_0129,The Voyage of the Dawn Treader,کشتی سپیده‌پیما,Keshti-ye Sepideh-Peymā,The Dawn Treader Ship,ai_literal_gloss,FA_0030,C. S. Lewis,سی. اس. لوئیس,TR_0477,Peyman Esmaeilian,پیمان اسماعیلیان,1952,1379,yes,multiple,,,Appendix C
IFMD_0869,translation,TRW_0130,The Silver Chair,صندلی نقره‌ای جادویی,Sandali-ye Noghre'i-ye Jāduyi,The Magical Silver Chair,ai_literal_gloss,FA_0030,C. S. Lewis,سی. اس. لوئیس,TR_0571,Shahnaz Anoushiravani,ش‍ه‍ن‍از ان‍وش‍ی‍روان‍ی,1953,1376,yes,multiple,,,Appendix C
IFMD_0870,translation,TRW_0131,Pigeons from Hell,کبوترهایی از جهنم,Kabutarhāyi az Jahannam,Pigeons from Hell,official_translation,FA_0269,Robert E. Howard,رابرت ای. هوارد,TR_0375,Mobina Mousavi,مبینا موسوی,2018,1399,no,NA,,,Appendix C
IFMD_0871,translation,TRW_0132,Criminal Dolls‬,عروسک‌های جنایتکار,Arusak-hā-ye Jenāyatkār,Criminal Dolls,official_translation,FA_0002,Abraham Merritt,آب‍راه‍ام‌ مریت,TR_0343,Masoud Shariatmadari,م‍س‍ع‍ود ش‍ری‍ع‍ت‍م‍داری,NA,1372,no,NA,,,Appendix C
IFMD_0872,translation,TRW_0133,The Call of Cthulhu and Other Weird Stories,احضار کطولحو,Ehzār-e Ketulhu,The Summoning of Cthulhu,ai_literal_gloss,FA_0114,H. P. Lovecraft,اچ. پی. لاوکرفت,TR_0478,Peyman Esmaeilian Khameneh,پیمان اسماعیلیان خامنه,1999,1397,no,NA,,,Appendix C
IFMD_0873,translation,TRW_0134,A Dark Lore,خاستگاه تاریکی,Khāstgāh-e Tāriki,Origin of Darkness,ai_literal_gloss,FA_0114,H. P. Lovecraft,اچ. پی. لاوکرفت,TR_0062,Arash Tahmasebi,آرش طهماسبی,NA,1399,no,NA,,,Appendix C
IFMD_0874,translation,TRW_0135,The Colour Out of Space,رنگی از دنیای ناشناخته,Rangi az Donyā-ye Nāshenākhteh,A Color from an Unknown World,ai_literal_gloss,FA_0114,H. P. Lovecraft,اچ. پی. لاوکرفت,TR_0338,Marzieh Khosravi,مرضیه خسروی,1969,1393,no,NA,,,Appendix C
IFMD_0875,translation,TRW_0136,The Shadow over Innsmouth,سایه‌ای بر فراز اینزموث,Sāyeh-i bar Farāz-e Innsmouth,A Shadow over Innsmouth,ai_literal_gloss,FA_0114,H. P. Lovecraft,اچ. پی. لاوکرفت,TR_0644,Zahra Neichin,زهرا نی‌چین,1936,1399,no,NA,,,Appendix C
IFMD_0876,translation,TRW_0137,The Silver Key,کلید سیمین,Kelid-e Simin,The Silver Key,official_translation,FA_0114,H. P. Lovecraft,اچ. پی. لاوکرفت,TR_0253,Katarina Varzi,کاتارینا ورزی,2009,1395,no,NA,,,Appendix C
IFMD_0877,translation,TRW_0138,The Lurking Fear,کمین ترس,Kamin-e Tars,Ambush of Fear,ai_literal_gloss,FA_0114,H. P. Lovecraft,اچ. پی. لاوکرفت,TR_0619,Touraj Kamari,تورج کمری,1923,1399,no,NA,,,Appendix C
IFMD_0878,translation,TRW_0139,The Tomb,مقبره,Maghbareh,The Tomb,official_translation,FA_0114,H. P. Lovecraft,اچ. پی. لاوکرفت,TR_0499,Reza Mortazavi,رضا مرتضوی,1922,1394,no,NA,,,Appendix C
IFMD_0879,translation,TRW_0140,The Complete Fiction,موسیقی اریش زان و داگون,Musighi-ye Erish Zān va Dāgon,The Music of Erich Zann and Dagon,ai_literal_gloss,FA_0114,H. P. Lovecraft,اچ. پی. لاوکرفت,TR_0406,Mohsen Kasnejad,محسن کاس‌نژاد,1927,1398,no,NA,"کتاب حاضر ترجمه‌ی دو داستان از کتاب ""The complete fiction"" است.","This book is a translation of two stories from ""The Complete Fiction.""",Appendix C
IFMD_0880,translation,TRW_0141,The Midnight Folk,ماجراهای نیمه‌شب (گنج گمشده),Mājerāhā-ye Nimeh Shab (Ganj-e Gomshodeh),Midnight Adventures (The Lost Treasure),ai_literal_gloss,FA_0155,John Masefield,جان میسفیلد,TR_0090,Baharak Salasi,بهارک‌ ثلاثی,1985,1370,no,NA,,,Appendix C
IFMD_0881,translation,TRW_0142,The King of Elfland's Daughter,دختر شاه پریان,Dokhtar-e Shāh-e Pariān,The King of Elfland's Daughter,official_translation,FA_0192,Lord Dunsany,لرد دانسینی,TR_0059,Arash Hejazi,آرش‌ ح‍ج‍ازی,1924,1378,yes,multiple,,,Appendix C
IFMD_0882,translation,TRW_0143,The Other Wind,بادی دیگر,Bādi Digar,Another Wind,ai_literal_gloss,FA_0321,Ursula K. Le Guin,ارسولا کی. لگوین,TR_0478,Peyman Esmaeilian Khameneh,پیمان اسماعیلیان خامنه,2001,1386,yes,multiple,,,Appendix C
IFMD_0883,translation,TRW_0144,Tehanu: the Last Book of Earthsea,تهانو,Tehānu,Tehanu,official_translation,FA_0321,Ursula K. Le Guin,ارسولا کی. لگوین,TR_0478,Peyman Esmaeilian Khameneh,پیمان اسماعیلیان خامنه,1990,1386,yes,multiple,,,Appendix C
IFMD_0884,translation,TRW_0145,A Wizard of Earthsea,جادوگر,Jādugar,Wizard,ai_literal_gloss,FA_0321,Ursula K. Le Guin,ارسولا کی. لگوین,TR_0478,Peyman Esmaeilian Khameneh,پیمان اسماعیلیان خامنه,1991,1386,yes,2,,,Appendix C
IFMD_0885,translation,TRW_0146,The Farthest Shore,دورترین کرانه,Durtarin Karāneh,The Farthest Shore,official_translation,FA_0321,Ursula K. Le Guin,ارسولا کی. لگوین,TR_0478,Peyman Esmaeilian Khameneh,پیمان اسماعیلیان خامنه,1972,1387,yes,2,,,Appendix C
IFMD_0886,translation,TRW_0147,Tales from Earthsea,سنجاقک,Sanjāghak,Dragonfly,ai_literal_gloss,FA_0321,Ursula K. Le Guin,ارسولا کی. لگوین,TR_0478,Peyman Esmaeilian Khameneh,پیمان اسماعیلیان خامنه,2001,1386,yes,multiple,,,Appendix C
IFMD_0887,translation,TRW_0148,The Tombs of Atuan,گورهای آتوان,Gurhā-ye Atuān,The Tombs of Atuan,official_translation,FA_0321,Ursula K. Le Guin,ارسولا کی. لگوین,TR_0478,Peyman Esmaeilian Khameneh,پیمان اسماعیلیان خامنه,1972,1386,yes,2,,,Appendix C
IFMD_0888,translation,TRW_0149,Gifts,جادوی درون,Jādu-ye Darun,The Magic Within,ai_literal_gloss,FA_0321,Ursula K. Le Guin,ارسولا کی. لگوین,TR_0028,Ali Jafari,علی جعفری,2004,1392,no,NA,,,Appendix C
IFMD_0889,translation,TRW_0150,NA,خلع‌شدگان,Khal'-Shodegān,The Dispossessed,ai_literal_gloss,FA_0321,Ursula K. Le Guin,ارسولا کی. لگوین,TR_0205,Hamed Kazemi,حامد کاظمی,NA,1396,no,NA,,,Appendix C
IFMD_0890,translation,TRW_0151,The Lathe of Heaven,رویای جورج اُر,Royā-ye Jorj Or,George Orr's Dream,ai_literal_gloss,FA_0321,Ursula K. Le Guin,ارسولا کی. لگوین,TR_0220,Hessam Janani,حسام جنانی,1971,1395,no,NA,,,Appendix C
IFMD_0891,translation,TRW_0152,Voices,صداها,Sedāhā,Voices,official_translation,FA_0321,Ursula K. Le Guin,ارسولا کی. لگوین,TR_0102,Bashir Abdollahi-e Mirabadi,بشیر عبدالهی میرآبادی,2006,1396,no,NA,,,Appendix C
IFMD_0892,translation,TRW_0153,The Dragon Reborn,تجلی اژدها,Tajalli-ye Ezhdehā,Manifestation of the Dragon,ai_literal_gloss,FA_0272,Robert Jordan,رابرت جردن,TR_0107,Behrang Mafi,بهرنگ مافی,2012,NA,no,NA,,,Appendix C
IFMD_0893,translation,TRW_0154,The Eye of the World,چشم جهان,Cheshm-e Jahān,The Eye of the World,official_translation,FA_0272,Robert Jordan,رابرت جردن,TR_0107,Behrang Mafi,بهرنگ مافی,1990,1397,no,NA,,,Appendix C
IFMD_0894,translation,TRW_0155,The Great Hunt,شکار بزرگ,Shekār-e Bozorg,The Great Hunt,official_translation,FA_0272,Robert Jordan,رابرت جردن,TR_0107,Behrang Mafi,بهرنگ مافی,1990,1398,no,NA,,,Appendix C
IFMD_0895,translation,TRW_0156,Big Hero 6,شش ابرقهرمان,Shesh Abarqahremān,Six Superheroes,ai_literal_gloss,FA_0272,Robert Jordan,رابرت جردن,TR_0634,Zahra (Marjan) Soleiman,زهرا(مرجان) سلیمان,2016,1399,no,NA,,,Appendix C
IFMD_0896,translation,TRW_0157,Odd and the Frost Giants,آد و غول‌های یخی,Ād va Ghul-hā-ye Yakhi,Odd and the Frost Giants,official_translation,FA_0227,Neil Gaiman,نیل گیمن,TR_0166,Farzad Farbod,فرزاد فربد,2009,1390,yes,multiple,,,Appendix C
IFMD_0897,translation,TRW_0158,The Truth is a Cave in the Black Mountains,حقیقت غاری‌ست در کوه‌های سیاه,Haghighat Ghāri-st dar Kuh-hā-ye Siyāh,The Truth Is a Cave in the Black Mountains,official_translation,FA_0227,Neil Gaiman,نیل گیمن,TR_0166,Farzad Farbod,فرزاد فربد,2014,1396,no,NA,,,Appendix C
IFMD_0898,translation,TRW_0159,M is for Magic,ج مثل جادو,Je Mesl-e Jādu,"M Is for Magic (lit. ""J Is for Magic"" in Persian alphabet adaptation)",ai_literal_gloss,FA_0227,Neil Gaiman,نیل گیمن,TR_0166,Farzad Farbod,فرزاد فربد,2007,1390,no,NA,,,Appendix C
IFMD_0899,translation,TRW_0160,The Graveyard Book,کتاب گورستان,Ketāb-e Gurestān,The Graveyard Book,official_translation,FA_0227,Neil Gaiman,نیل گیمن,TR_0166,Farzad Farbod,فرزاد فربد,2001,1388,yes,multiple,,,Appendix C
IFMD_0900,translation,TRW_0161,The ocean at the end of the lane,اقیانوس انتهای جاده,Oqiyānus-e Entehā-ye Jādeh,The Ocean at the End of the Lane,official_translation,FA_0227,Neil Gaiman,نیل گیمن,TR_0166,Farzad Farbod,فرزاد فربد,2013,1396,yes,2,این کتاب در سال های ۱۳۹۶-۱۳۹۷ تجدید چاپ شده است.,This book was reprinted between 2017 and 2018 (1396 to 1397).,Appendix C
